cas;chem;use;sum;mol;state;vap
98-54-4;p-tert-butylphenol;0;C10H14O;150.21;White aromatic flake.;0
3766-81-2;o-sec-butylphenyl-N-methylcarbamate;BPMC is one of several carbamate insecticides applied in large;C12H17NO2;0;0;0
544-40-1;n-Butylsulfide;0;C8H18S;146.29;0;1
0;Sodium butylsulfonate;0;C4H9SO3Na;0;0;0
0;sec-butylxanthate;0;0;0;0;0
541-35-5;Butyramide;0;C4H9NO;87.12;0;0
109-74-0;Butyronitrile;0;CH3CH2CH2CN C4H7N;69.1;Colourless liquid.;10
75-60-5;Cacodylic acid;"Contact herbicide; cotton defoliant; nonselective contact";(CH3)2AsO2H C2H7AsO2;Colourless crystals.;Colourless crystals.;0
58-08-2;Caffeine;"Beverages; medicine; food additive.";C8H10N4O2 . H2O * bicyclic compound C8H10N4O2;194.2;Solid.;0.00083 
76-22-2;Camphor;"Odourant/flavourant in household; pharmaceutical and industrial";C10H16O;Colourless or white crystals.;Colourless or white crystals.;1
334-48-5;n-Capric acid;Esters for perfumes and fruit flavours, base for wetting;CH3(CH2)8COOH C10H20O2;172.26;0;1
142-62-1;Caproic acid;0;C6H12O2;116.2;Oily liquid.;0.2 
0;alpha-caprolactam;"Nylon manufacturing and processing; manufacturing of plastics,";0;113.16;0;0.001 
124-07-2;Caprylic acid;0;CH3(CH2)6COOH C8H16O2;144.21;Colourless liquid or solid.;1
109-66-0;Pentane;Solvent.;C5H12;0;0;0
142-82-5;Heptane;Solvent.;C7H16;Colorless liquid (HSDB 2002).;Colorless liquid (HSDB 2002).;40
111-65-9;Octane;Solvent.;C8H18;0;0;0
111-84-2;Nonane;Solvent.;C9H20;0;0;0
110-83-8;Cyclohexene;Solvent.;C6H10;82.14;0;160
287-92-3;Cyclopentane;Solvent for cellulose ethers.;C5H10 ;70.14;Colorless liquid.;400
25551-13-7;Trimethylbenzene;Solvent.;C9H12;0;0;0
156-59-2;cis-1,2-Dichloroethylene;Solvent;C2H2Cl2;96.94;0;0
156-60-5;trans-1,2-Dichloroethylene;Solvent.;C2H2Cl2;96.94;0;0
74-96-4;Bromoethane;Solvent.;C2H5Br;0;0;0
76-13-1;Trichlorotrifluoroethane;Solvent.;C2Cl3F3;0;0;0
105-30-6;2-methyl-1-pentanol;0;C6H14O;102.2;0;0
123-92-2;Hexyl acetate;Solvent.;C7H14O2;0;0;0
79-20-9;Methyl acetate;Solvent.;C3H6O2;0;0;0
108-83-8;Diisobutylketone;Solvent.;C9H18O;0;0;0
110-43-0;2-heptanone;Solvent.;C7H14O;0;0;0
106-35-4;3-heptanone;Solvent.;C7H14O;0;0;0
563-80-4;3-Methyl-2-butanone;Solvent.;C5H10O;0;0;0
107-87-9;2-pentanone;Solvent.;C5H10O;0;0;0
107-31-3;Methyl formate;Solvent.;C2H4O2;60.06;0;0
102-81-8;Dibutylaminoethanol;Solvent.;C10H23NO;0;0;0
100-37-8;2-Diethylaminoethanol;Solvent.;C6H15NO;0;0;0
872-50-4;n-Methyl-2-pyrrolidone;Solvent.;C5H9NO;0;0;0
79-24-3;Nitroethane;Solvent.;C2H5NO2;0;0;0
75-52-5;Nitromethane;Solvent.;CH3NO2;0;0;0
108-03-2;1-nitropropane;Solvent.;C3H7NO2;0;0;0
79-46-9;2-Nitropropane;Solvent.;C3H7NO2;89.09;Liquid;17.2 
75-55-8;Propyleneimine;Solvent.;C3H7N;0;0;0
121-44-8;Triethylamine;"Catalytic solvent in chemical synthesis; accelerator activators";C6H15N;101.22;Colourless liquid.;50
1162-65-8;Aflatoxin B1;0;0;0;0;0
10043-01-3;Aluminium sulfate;0;O12S3.2Al Al. 3/2H2O4S;342.14;0;0
613-13-8;2-Aminoanthracene;0;C14H11N;0;0;0
7778-39-4;Arsenic acid;Manufacture of arsenates, glass making, wood treating process,;H3AsO4 . 1/2H2O AsH3O4;White, translucent crystals.;White, translucent crystals.;0
16118-44-3;Carbetamex;0;0;0;0;0
463-58-1;Carbonylsulfide;0;COS ;60.07;0;0
0;CMT *;0;0;0;0;0
2702-72-9;2,4-D sodium salt;0;C8H6Cl2O3.Na;0;0;0
7758-89-6;Copper(I) chloride;0;ClCu;98.99;0;0
99-94-5;4-methylbenzoic acid;0;C8H8O2;0;0;0
123-07-9;4-Ethylphenol;0;C8H10O;0;0;0
532-27-4;alpha-Chloroacetophenone;0;C8H7ClO;154.59;0;0.004 
18979-55-0;4-(hexyloxy)phenol;0;0;0;0;0
620-24-6;3-Hydroxybenzenemethanol;0;C7H8O2;0;0;0
873-62-1;3-Hydroxybenzonitrile;0;C7H5NO;0;0;0
37317-41-2;Kanechlor 500;0;0;0;0;0
7758-95-4;Lead chloride;Preparation of lead salts, lead chromate pigments, analytical;PbCl2;White crystals.;White crystals.;0
598-62-9;Manganese carbonate;0;CH2O3.Mn;0;0;0
2145076;Manganese chloride;0;Cl2Mn;0;0;0
1313-13-9;Manganese oxide;0;0;0;0;0
7785-87-7;Manganese(II) sulfate;0;O4S.Mn;151;0;0
58-27-5;Menadione;0;C11H8O2;0;0;0
535-80-8;3-Chlorobenzoic acid;0;C7H5ClO2;156.57;0;0
74-11-3;4-Chlorobenzoic acid;0;C7H5ClO2;156.57;0;0
2051-60-7;2-Chlorobiphenyl;0;C12H9Cl;0;0;0
2051-61-8;3-Chlorobiphenyl;0;C12H9Cl;0;0;0
2051-62-9;4-Chlorobiphenyl;0;C12H9Cl;188.66;0;0
1002-69-3;1-Chlorodecane;0;C10H21Cl;176.73;0;0
0;4-chloro-2,5-dihydroxydiphenylsulfone;0;0;0;0;0
0;1-chlorododecane;0;C12H25Cl;0;0;0
107-07-3;2-chloroethanol;0;C2H5ClO;80.52;Colourless liquid.;4.9 
629-06-1;1-Chloroheptane;0;C7H15Cl;134.65;0;0
8022-00-2;Metasystox;0;0;0;0;0
950-37-8;Methidathion;0;0;0;0;0
779-02-2;9-Methylanthracene;0;C15H12;0;0;0
592-62-1;Methylazoxymethanol acetate;0;C4H8N2O3;0;0;0
56-49-5;3-Methylcholanthrene;0;C21H16 C21H16;0;0;0
108-99-6;3-methylpyridine;0;C6H7N;0;0;0
66-77-3;1-Naphthalene carboxaldehyde;0;C11H8O;0;0;0
604-59-1;gamma-Naphthoflavone;0;C19H12O2;0;0;0
7718-54-9;Nickel chloride;0;Cl2Ni;0;0;0
65-30-5;Nicotine sulfate;0;C10H14N2. 1/2H2O4S;418.56;Solid or colourless solution. ;0
608-71-9;Pentabromophenol;0;C6HBr5O;0;0;0
771-61-9;Pentafluorophenol;0;C6HF5O;0;0;0
198-55-0;Perylene;0;C20H12;0;0;0
253-52-1;Phthalazine;0;C8H6N2;0;0;0
7789-00-6;Potassium chromate;0;K2CrO4 CrH2O4.2K (EINECS);0;0;0
151-50-8;Potassium cyanide;0;CKN;0;0;0
0;0;0;0;0;0;0
333-20-0;Potassium thiocyanate;0;CHNS.K;0;0;0
124-38-9;Carbon dioxide;0;CO2;44.01;0;0
100-70-9;2-pyridinecarbonitrile;Chemical intermediate.;C6H4N2;0;0;0.5 
100-54-9;3-pyridinecarbonitrile;0;C6H4N2;0;0;0
1121-60-4;2-pyridine carboxaldehyde;0;0;0;0;0
500-22-1;3-Pyridinecarboxaldehyde;0;C6H5NO;0;0;0
98-98-6;2-pyridinecarboxylic acid;0;C6H5NO2;0;0;0
59-67-6;3-Pyridinecarboxylic acid;0;C6H5NO2;0;0;0
586-98-1;2-Pyridinemethanol;0;C6H7NO;0;0;0
100-55-0;3-pyridinemethanol;0;C6H7NO;0;0;0
109-00-2;3-pyridinol;0;C5H5NO;0;0;0
8001-26-1;Linseed oil;0;0;0;0;0
7783-90-6;Silver chloride;Photography, photometry and optixs, batteries, photochromic;AgCl;White, granular powder which darkens on exposure to light,;White, granular powder which darkens on exposure to light,;0
25155-30-0;Sodium dodecylbenzene sulfonate;0;C18H30O3S.Na;0;0;0
2386-53-0;Sodium lauryl sulfonate;0;C12H26O3S.Na;0;0;0
7631-95-0;Sodium molybdate;0;MoO4.2Na;0;0;0
13410-01-0;Sodium selenate;0;0;0;0;0
7631-89-2;Sodium arsenate;0;AsH3O4.xNa;302.88;0;0
822-16-2;Sodium stearate;0;C18H36O2.Na;0;0;0
13718-26-8;Sodium vanadate;0;0;0;0;0
302-95-4;Sodiumdeoxycholate;0;C24H40O4.Na;0;0;0
7772-99-8;Stannous chloride;0;Cl2Sn;0;0;0
492-22-8;9-Thioxanthone;0;C13H8OS;0;0;0
1314-62-1;Vanadium pentoxide;0;0;0;0;0
137-42-8;Vapan;0;C2H5NS2.Na;0;0;0
90-47-1;Xanthone;0;C13H8O2;0;0;0
3486-35-9;Zinc carbonate;As pigment in manufacture of porcelains, pottery, rubber,;CH2O3.Zn;125.39;White crystalline powder. ;0
7779-88-6;Zinc nitrate;Mordant.;N2O6Zn HNO3. 1/2Zn;189.39;Colourless crystals. ;60
544-10-5;1-chlorohexane;0;CH3(CH2)4CH2Cl C6H13Cl;120.62;0;0
0;5-chloro-3-methylcatechol;microbial metabolite of MCPA;0;0;0;0
150-68-5;CMU;Herbicide, inhibitor of photosynthesis and is absorbed via the;C9H11ClN2O ;White, chrystalline solid.;White, chrystalline solid.;0.0000005 
4684-94-0;6-chloropicolinic acid;sole metabolite other than carbon dioxide from degradation of 2-;C6H4O2NCl;0;0;0
76-06-2;Trichloronitromethane;"Organic synthesis; dye-stuffs; fumigants; fungicides;";CCl3NO2;164.39;0;16.9 
126-99-8;Chloroprene;Manufacture of neoprene.;C4H5Cl;88.5;Colourless liquid.;118
1634-04-4;MTBE;Octane booster for unleaded gasoline up to 7 % by volume.;C5H12O;88.15;Colourless liquid;414
98-50-0;(4-aminophenyl)arsonic acid;0;C6H8AsNO3;0;0;0
95-69-2;4-chloro-o-toluidine;0;C7H8ClN;141.61;0;0
1929-82-4;2-chloro-6-(trichloromethyl)pyridine;A potent inhibitor of nitrification now in use with ammonium;C6H3Cl4N;230.9;0;0.0028 
6164-98-3;Chlorphenamidine;Broad spectrum insecticide which is effective for all stages of;C10H13ClN2;196.7;Buff coloured crystals.;0
14816-20-7;Chlorphoxim;Pesticide. ;C12H14ClN2O3PS;0;0;0
7697-37-2;Nitric acid;"Medical; fertilizers; veterinary; dyes; explosives; chemicals.";HNO3 HNO3;63.02;Corrosive colourless liquid. ;42
115-10-6;Methyl ether;0;C2H6O;0;0;0
10545-99-0;Sulfur dichloride;0;Cl2S;102.96;0;0
10294-33-4;Boron bromide;0;BBr3;0;0;0
26471-62-5;Isocyanic acid, methyl-m-phenylene ester;0;C9H6N2O2 ;174.17;Water-white to pale yellow liquid.;0
8014-95-7;Sulfuric acid, fuming;0;H2O4S.O3S;178.14;0;0
2025949;Sulfur trioxide;0;O3S;80.06;0;0
630-08-0;Carbon monoxide;0;CO;28.01;0;0
409-21-2;Silicon carbide;0;CSi ;40.1;0;0
471-34-1;Carbonic acid, calcium salt (1:1);0;CH2O3.Ca;100.09;0;0
513-77-9;Barium carbonate;0;CO3.Ba CH2O3.Ba (EINECS form);197.35;0;0
1302-74-5;Corundum;0;Al2O3;101.96;0;0
10024-97-2;Nitrogen oxide;0;N2O;44.02;0;0
2146053;Chloric acid, sodium salt;0;ClO3.Na ClHO3.Na;106.44;0;0
1313-82-2;Sodium sulfide anhydrous;0;Na2S;78.04;0;0
1307-96-6;Cobalt(2+) oxide;0;CoO;74.93;0;0
1308-04-9;Cobalt(III) oxide;0;Co2O3;165.86;0;0
50-06-6;Phenobarbital;Medicine (sedative), laboratory reagent. ;C12H12N2O3;White, shining, crystalline powder, stable.;White, shining, crystalline powder, stable.;0
589-18-4;4-Methylbenzyl alcohol;0;C8H10O;0;0;0
129-43-1;1-Hydroxyanthraquinone;0;C14H8O3;0;0;0
111-27-3;Hexanol;Pharmaceuticals solvent, plasticizer, intermediate for textile;C6H14O;Colorless liquid.;Colorless liquid.;0
93-58-3;Methyl benzoate;Perfumery, solvent for cellulose esters and ethers, resins,;C8H8O2;Liquid, colorless, oily.;Liquid, colorless, oily.;0
93-89-0;Ethyl benzoate;Flavoring, perfumery, solvent mixture, lacquers, solvent for;C9H10O2;Colorless aromatic liquid.;Colorless aromatic liquid.;0
1746-13-0;Allyl phenyl ether;0;C9H10O;0;0;0
93-99-2;Phenyl benzoate;0;C13H10O2;0;0;0
120-51-4;Benzyl benzoate;"Fixative and solvent for musk in perfumes and flavors; medicine";C14H12O2;"Water-white liquid; readly freezes.";"Water-white liquid; readly freezes.";0
64-04-0;2-Phenylethylamine;Organic synthesis, lab reagent, scintillation counter (CO2;C8H11N;Liquid;Liquid;0
608-27-5;2,3-Dichloroaniline;0;C6H5Cl2N;0;0;0
122-59-8;Phenoxyacetic acid;Intermediate for dyes, pharmaceuticals, pesticides, other;C8H8O3;Light tan powder.;Light tan powder.;0
621-82-9;Cinnamic acid;Medicine (anthelmintic), perfumes, intermediate.;C9H8O2;White, crystalline scales.;White, crystalline scales.;0
99-04-7;3-methylbenzoic acid;Organic synthesis, to form N,N-diethyl-m-toluamide, a;C8H8O2;White to yellowish crystals;White to yellowish crystals;0
89-83-8;Thymol;Perfumery, mold and mildew preventive, microscopy,;C10H14O;White crystals.;White crystals.;0
143-07-7;Dodecanoic acid;Alkyd resins, wetting agents, soaps, detergents, cosmetics,;C12H24O2;Colorless needles.;Colorless needles.;0
603-34-9;Triphenylamine;0;C18H15N;0;0;0
57-97-6;7,12-Dimethylbenzanthracene;0;C20H16 ;0;0;0
95-93-2;1,2,4,5-tetramethylbenzene;0;C10H14;0;0;0
132-65-0;Dibenzothiophene;Cosmetics and pharmaceuticals, intermediate.;C12H8S;Colorless crystals.;Colorless crystals.;0
106-40-1;4-bromoaniline;Azo dye manufacturing, preparation of dihydroquinazolines (with;C6H6BrN;Colorless, rhombic crystals.;Colorless, rhombic crystals.;0
586-78-7;4-Bromonitrobenzene;0;C6H4BrNO2;0;0;0
588-07-8;3-Chloroacetanilide;0;C8H8ClNO;0;0;0
537-92-8;3-Methylacetanilide;0;C9H11NO;0;0;0
103-88-8;4-bromoacetanilide;0;C8H8BrNO;0;0;0
51-66-1;4-Methoxyacetanilide;0;C9H11NO2 C9H11NO2;0;0;0
1129-50-6;Butyranilide;0;C10H13NO;0;0;0
64-10-8;Phenylurea;0;C7H8N2O;0;0;0
84-69-5;Diisobutyl phthalate;Plasticizer.;C16H22O4;Liquid.;Liquid.;0
101-99-5;Ethyl-N-phenylcarbamate;0;C9H11NO2;White, crystalline solid.;White, crystalline solid.;0
2164-17-2;3-(3-trifluoromethylphenyl)-1,1-dimethylurea;0;C10H11F3N2O ;0;0;0
0;Anthracene-9-carboxylic acid;0;C15H10O2;0;0;0
112-50-5;Triethylene glycol monoethyl ether;0;C8H18O4 ;0;0;0
63283-80-7;Dichloroisopropyl ether;"Solvent; byproduct.";0;171;0;0
75-69-4;Trichlorofluoromethane;"Blowing agent; aerosols.";CCl3F;137;0;0
27554-26-3;Diisooctyl phthalate;Plasticizer for vinyl, cellulosic and acrylate resins and;C24H38O4;Nearly colourless, viscous liquid.;Nearly colourless, viscous liquid.;0
85-22-3;Pentabromoethylbenzene;0;C8H5Br5;0;0;0
85-69-8;Butyl (2-ethylhexyl) phthalate;0;C20H30O4;0;0;0
85-70-1;Butylglycolyl butyl phthalate;0;C18H24O6;336.42;0;0
117-83-9;Bis(2-butoxyethyl)phthalate;0;C20H30O6 ;366.5;0;0
0;Dihexyl phthalate;0;0;0;0;0
25724-58-7;Phthalic acid, decyl hexyl ester;0;C24H38O4;366.6;0;0
27987-25-3;Dimethylcyclohexyl phthalate;0;C22H30O4;0;0;0
488-23-3;1,2,3,4-Tetramethylbenzene;"Solvent; plasticiser; intermediates.";C10H14 ;134;0;0
89-59-8;4-chloro-2-nitrotoluene;0;C7H6ClNO2;0;0;0
89-60-1;4-chloro-3-nitrotoluene;0;C7H6ClNO2;0;0;0
83-42-1;2-chloro-6-nitrotoluene;0;C7H6ClNO2;0;0;0
5367-28-2;5-Chloro-2-nitrotoluene;0;C7H6ClNO2;0;0;0
121-86-8;2-chloro-4-nitrotoluene;0;C7H6ClNO2;0;0;0
123-96-6;2-Octanol;0;C8H18O;0;0;0
97-63-2;2-methylpropenoic acid, ethyl ester;0;C6H10O2;0;0;0
3209-22-1;2,3-Dichloronitrobenzene;0;C6H3Cl2NO2;0;0;0
611-06-3;2,4-Dichloronitrobenzene;0;C6H3Cl2NO2;0;0;0
89-61-2;2,5-Dichloronitrobenzene;0;C6H3Cl2NO2;0;0;0
618-62-2;3,5-Dichloronitrobenzene;0;C6H3Cl2NO2;0;0;0
89-69-0;2,4,5-Trichloronitrobenzene;0;C6H2Cl3NO2;0;0;0
104-83-6;4-chlorobenzylchloride;0;C7H6Cl2;0;0;0
122-01-0;4-Chlorobenzoylchloride;0;C7H4Cl2O;0;0;0
352-33-0;1-Chloro-4-fluorobenzene;0;C6H4ClF;0;0;0
637-87-6;1-Chloro-4-iodobenzene;0;C6H4ClI;0;0;0
104-86-9;4-chlorobenzylamine;0;C7H8ClN;0;0;0
1878-66-6;4-chlorophenyl acetic acid;0;0;0;0;0
623-12-1;4-Chloroanisole;0;C7H7ClO;0;0;0
104-12-1;4-chlorophenyl isocyanate;0;C7H4ClNO;0;0;0
2402-78-0;2,6-dichloropyridine;0;C5H3Cl2N ;0;0;0
98-56-6;4-chloro-alpha,alpha,alpha-trifluorotoluene;0;C7H4ClF3;0;0;0
121-46-0;Bicyclo(2.2.1)hepta-2,5-diene;0;C7H8;0;0;0
7789-75-5;Calcium fluoride;Single pure (99.93 %) crystals of calcium fluoride are also;CaF2 CaF2;White powder occurring in nature as fluorite (pure form) or;White powder occurring in nature as fluorite (pure form) or;0
98-64-6;4-chlorobenzenesulfonamide;0;C6H6ClNO2S;0;0;0
693-54-9;2-Decanone;0;C10H20O;0;0;0
134-85-0;4-Chlorobenzophenone;0;C13H9ClO;0;0;0
80-00-2;4-chlorophenylphenyl sulfone;0;C12H9ClO2S;0;0;0
107-20-0;Chloroacetaldehyde;0;C2H3ClO;78.5;0;0
77-73-6;Dicyclopentadiene;0;C10H12;0;0;0
108-82-7;Diisobutyl carbinol;0;C9H20O;0;0;0
75-31-0;Isopropylamine;0;C3H9N;0;0;0
104-90-5;2-methyl-5-ethyl pyridine;0;C8H11N;0;0;0
0;0;0;0;0;0;0
534-07-6;1,3-Dichloroacetone;0;C3H4Cl2O;127;0;0
632-21-3;1,1,3,3-Tetrachloroacetone;0;C3H2Cl4O;195.9;0;0
116-16-5;Hexachloroacetone;0;C3Cl6O;265;0;0
6130-75-2;2,4,5-Trichloroanisole;0;C7H5Cl3O;211.5;0;0
2668-24-8;4,5,6-trichloroguaiacol;0;C7H5O2Cl3;226;0;0
879-39-0;2,3,4,5-Tetrachloronitrobenzene;0;C6HCl4NO2;0;0;0
117-18-0;2,3,5,6-tetrachloronitrobenzene;0;C6HCl4NO2;0;0;0
2345-61-1;3-chloroacrylic acid;0;C3H3ClO2;106.5;0;0
1344-37-2;Lead chromate;Pigment in industrial paints, rubber, plastics, ceramic;PbCrO4;Yellow crystals.;Yellow crystals.;0
57-88-5;Cholesterol;0;C27H46O ;386.66;White or faintly yellow, pearly granules or crystals.;0
104-55-2;Cinnamaldehyde;0;C9H8O;132.15;0;1
2150-47-2;Methyl-2,4-dihydroxybenzoate;0;C8H8O4;0;0;0
619-50-1;Methyl-4-nitrobenzoate;0;C8H7NO4;0;0;0
1126-46-1;Methyl-4-chlorobenzoate;0;0;0;0;0
0;Methyl-4-chloro-2-nitrobenzoate;0;0;0;0;0
2905-69-3;Methyl-2,5-dichlorobenzoate;0;C8H6Cl2O2;0;0;0
118-61-6;Ethyl salicylate;0;C9H10O3;0;0;0
118-55-8;Phenyl salicylate;0;C13H10O3;0;0;0
0;0;0;0;0;0;0
106-69-4;1,2,6-hexanetriol;0;C6H14O3;0;0;0
77-99-6;Trimethylolpropane;0;C6H14O3;0;0;0
0;Hager Blue *;0;0;0;0;0
999-81-5;Cycocel Plus *;0;C5H13ClN.Cl (Chlormequat);0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;0;0;0;0;0;0
0;Benzyl neocaprate;0;0;0;0;0
84-76-4;Dinonyl phthalate;0;C26H42O4;0;0;0
0;Crotylmercaptan;0;0;0;0;0
599-64-4;p-Cumylphenol;Intermediate for resins, insecticides, lubricants.;C15H16O;212.29;White to tan crystals.;0
0;0;0;0;0;0;0
506-77-4;Cyanogenchloride;0;CClN;61.48;Colorless liquid or gas.;1000
628-92-2;Cycloheptene;0;C7H12;96.17;0;0
100-64-1;Cyclohexanoneoxime;0;C6H11NO;113.16;0;0
533-74-4;Dazomet;A soil fumicant and fungicide. ;C5H10N2S2;162.28;White crystals.;0.0000043 
72-55-9;DDE;Military product, DDT impurity.;C14H8Cl4;0;0;0
91-17-8;Decahydronaphthalene;Solvent for oils, fats, waxes, resins, rubbers etc.;0;138.25;0;1
7803-57-8;Hydrazine hydrate;Chemicals intermediate, catalys, solvent for inorganic;0;Colourless fuming liquid.;Colourless fuming liquid.;0
541-41-3;Ethylchlorocarbonate;Organic synthesis, intermediate in making diethyl carbonate,;C3H5ClO2;Water-white liquid.;Water-white liquid.;0
105-58-8;Diethyl carbonate;Solvent for nitrocellulose, cellulose ethers, many synthetic;C5H10O3;Colourless liquid.;Colourless liquid.;0
821-48-7;2,2'-dichlorodiethylamine hydrochloride;0;C4H9Cl2N.ClH;0;0;0
98-03-3;2-thiophenecarboxaldehyde;0;C5H4OS;112.15;0;0
143-33-9;Sodium cyanide;Extraction of gold and silver from ores, elctroplating, heat;CNNa;49.01;"White deliquescent, crystalline powder; soluble in water;";1
10588-01-9;Sodium dichromate;Colorimetry (Copper determination), complexing agent, oxidation;Na2Cr2O7;Red or red-orange deliquescent crystals.;Red or red-orange deliquescent crystals.;0
101-77-9;4,4'-diaminodiphenylmethane;"In preparation of isocyanates and polyisocyanates; an epoxy";C13H14N2;198.26;Colourless to yellowish crytalline powder with a faint ;0.00038 
141-01-5;Iron fumarate;0;C4H4O4.Fe;0;0;0
15687-27-1;Ibuprofen;0;0;0;0;0
0;Acetylsalicylic acid;0;0;180.17;0;0
137-09-7;2,4-Diaminophenol hydrochloride;0;C6H8N2O.2ClH;Grayish white crystals.;Grayish white crystals.;0
3148-72-9;1,3-Diamino-2-propanoltetraacetic acid;Clelating agent;C11H18N2O9;322;0;0
2050-92-2;Di-n-amylamine;0;C10H23N;157.29;Colorless liquid;0
119-90-4;o-dianisidine;0;C14H16N2O2;Colorless crystals;Colorless crystals;0
590-86-3;Butanal, 3-methyl;Only used as intermediate.;C5H10O;0;0;0
1689-99-2;Bromoxynil octanoate;0;C15H17Br2NO2;403.15;Cream, waxy solid.;0
97-88-1;2-methylpropenoic acid, n-butyl ester;0;C8H14O2;0;0;0
13181-17-4;Bromophenoxim;Herbicide.;C13H7Br2N3O6;461.02;Cream-coloured, crystalline powder (PESREG).;0.0000001 
0;Faneron Combi 500 FW *;Herbicide.;0;Flowable aqueous suspension;Flowable aqueous suspension;0
196869;Chinomethionat;Acaricide and fungicide for apple, strawberry, cucumber,;C10H6N2OS2 ;234.3;Solid, crystalline, light yellow.;0.0000002 
107-27-7;Ethylmercuric chloride;Fungicide for seed or bulb treatment either along or with other;C2H5ClHg;Crystals.;Crystals.;0
7440-47-3;Chromium;0;Cr;52;0;0
10141-00-1;Potassium chromic sulfate;0;0;0;0;0
112-95-8;Eicosane;0;C20H42 ;0;0;0
629-62-9;n-Pentadecane;0;C15H32;0;0;0
630-03-5;Nonaeicosane;0;C29H60;0;0;0
592-41-6;1-Hexene;0;C6H12;0;0;0
124-11-8;Propylenetrimer;0;C9H18;0;0;0
629-73-2;1-Hexadecene;0;C16H32;0;0;0
764-13-6;2,5-Dimethylhexa-2,4-diene;0;C8H14;0;0;0
6842-15-5;Propylenetetramer;0;0;0;0;0
7756-94-7;Triisobutylene;0;C12H24;0;0;0
111-85-3;1-Chlorooctane;0;C8H17Cl;0;0;0
0;0;0;0;0;0;0
61788-76-9;Chlorinated paraffins ;0;CnH2n+2-xClx;0;0;0
75-26-3;Isopropylbromide;0;C3H7Br;0;0;0
15104-61-7;1,1,2,3,3-Pentachloropropane;0;C3H3Cl5;0;0;0
0;0;0;0;0;0;0
13116-53-5;1,2,2,3-Tetrachloropropane;0;C3H4Cl4;0;0;0
75-45-6;Chlorodifluoromethane;0;CHClF2;0;0;0
76-12-0;1,1,2,2-Tetrachloro-1,2-difluoroethane;0;C2Cl4F2;0;0;0
760-23-6;3,4-dichloro-1-butene;0;C4H6Cl2;0;0;0
539-51-1;Monomethylamine hydrochloride;0;CH6NCl;0;0;0
557-66-4;Ethylamine hydrochloride;0;C2H7N.ClH;0;0;0
14130-05-3;Nonadecylamine;0;C19H41N;0;0;0
75-50-3;Trimethylamine;0;C3H9N;59.1;Colorless gas. ;1610
1116-76-3;Trioctylamine;0;C24H51N;0;0;0
311-89-7;Perfluorotributylamine;0;C12F27N;0;0;0
124-28-7;N-n-Octadecyl-N,N-dimethyl amine;0;C20H43N;0;0;0
112-70-9;Tridecyl alcohol;0;C13H28O;0;0;0
4254-15-3;(S)-(+)-Propane-1,2-diol;0;C3H8O2;0;0;0
144-19-4;2,2,4-Trimethyl-1,3-pentanediol;0;C8H18O2;0;0;0
115-77-5;Pentaerythritol;0;C5H12O4;0;0;0
106-24-1;Geraniol;0;C10H18O;0;0;0
122-20-3;Tris(2-hydroxypropyl)amine;0;C9H21NO3;0;0;0
67-48-1;N,N,N-Trimethyl-2-hydroxyethylammoniumchloride;0;C5H14NO.Cl;0;0;0
103-44-6;2-Ethylhexylvinylether;0;C10H20O;0;0;0
127-90-2;2,3,3,3,2',3',3',3'-Octachlorodipropylether;0;C6H6Cl8O;0;0;0
107-98-2;1-Methoxy-2-hydroxypropane;0;C4H10O2;0;0;0
2517-43-3;3-Methoxy-n-butanol;0;C5H12O2 ;0;0;0
112-34-5;Diethylene glycol mono-n-butyl ether;Solvent, intermediate, reprographic agent (e.g. dye solvent), ;C8H18O3;162.23;Liquid.;0
23783-42-8 ;Polyethylene glycol monomethyl ether (n = 4 or 5);0;C9(11)H20(24)O5(6);0;0;0
2885-00-9;Octadecanethiol;0;C18H38S ;0;0;0
111-48-8;2,2'-Thiodiethanol;0;C4H10O2S;0;0;0
10496-18-1;Didecyl disulfide;0;C20H42S2;0;0;0
0;Alkylpolysulfide;0;0;0;0;0
123-63-7;Para-acetaldehyde;0;C6H12O3;0;0;0
63148-74-3;Formaldehyde sodium bisulfate 1/2 hydrate;0;CH4O4 1/2SNa;0;0;0
645-62-5;2-Ethyl-2-hexenal;0;C8H14O;0;0;0
5392-40-5;Citral;0;C10H16O;0;0;0
0;2,3-Dihydroxypropyl=alkanoate (or alkenoate), (C=9-11);0;0;0;0;0
127-19-5;N,N-Dimethylacetamide;0;C4H9NO;0;0;0
4435-53-4;3-Methoxy-n-butyl acetate;0;C7H14O3;0;0;0
112-15-2;Diethylene glycol monoethyl ether acetate;0;C8H16O4;0;0;0
26446-35-5 ;Glycerin acetate ;0;0;0;0;0
3290-92-4;2',2'-Bis(methacryloyloxymethyl)butyl methacrylate;0;C18H26O6 ;0;0;0
77-68-9;2,2,4-Trimethyl-3-hydroxypentyl isobutyrate;0;C12H24O3;0;0;0
3370-35-2 ;N-(Hydroxymethyl)alkane(C=14-18)amide;0;0;0;0;0
0;Fatty acid(C=8-24)mono or (di)alkanol (C=2-3)amide;0;0;0;0;0
110-30-5;1,2-Bis(stearoylamino)ethane;0;C38H76N2O2;0;0;0
28299-29-8;Octadecenylsuccinic acid;0;C22H40O4;0;0;0
